Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
dummy-product-title-1,,,,,,,,ml,,black,,partex,11253513,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,black,,wood,11253514,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,black,,steel,11253515,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,brown,,partex,11253516,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,brown,,wood,11253517,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,brown,,steel,11253518,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,cyan,,partex,11253519,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,cyan,,wood,11253520,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,cyan,,steel,11253521,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,gold,,partex,11253522,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,gold,,wood,11253523,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,ml,,gold,,steel,11253524,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,black,,partex,11253525,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,black,,wood,11253526,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,black,,steel,11253527,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,brown,,partex,11253528,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,brown,,wood,11253529,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,brown,,steel,11253530,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,cyan,,partex,11253531,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,cyan,,wood,11253532,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,cyan,,steel,11253533,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,gold,,partex,11253534,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,gold,,wood,11253535,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-title-1,,,,,,,,xs,,gold,,steel,11253536,0,shopify,12,deny,manual,120.00,150.00,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,dummy Product name,"<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.</p>
[short_description]
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",brothers,box,"gold, gray, L, M, magenta, orange, X",true,Size,X,Color,gold,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/2_2bf4d525-4704-4698-ac75-a500e662d757.jpg?v=1505735844,1,,false,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,X,,gray,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/31_73f688fc-fb81-4b74-bd8c-478017006ce2.jpg?v=1505735844,2,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,X,,magenta,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/32_5de52ae7-2aae-4bf3-98a5-275957b7e28b.jpg?v=1505735845,3,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,X,,orange,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/33_1b35a622-bc49-40e4-9344-549afaf9972f.jpg?v=1505735846,4,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,L,,gold,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/34_3fcbd829-7c4a-4bcb-8f02-bc27c9285ad7.jpg?v=1505735846,5,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,L,,gray,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,L,,magenta,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,L,,orange,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,M,,gold,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,M,,gray,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,M,,magenta,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-7,,,,,,,,M,,orange,,,"",0,shopify,5,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,dummy Product name,"<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.</p>
[short_description]
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.</p>
[/short_description] [product_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[/product_description]",navana,assorted,"black, brown, cyan, glass, gold, gray, L, M, steel, wood, X",true,Size,X,Color,black,Material,wood,11253201,0,shopify,11,deny,manual,80.00,,true,true,UPC,https://cdn.shopify.com/s/files/1/2300/9895/products/6_17d38881-c66b-47c8-81e3-cf41f4980922.jpg?v=1505735741,1,,false,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,black,,glass,11253202,0,shopify,12,deny,manual,80.00,,true,true,UPC,https://cdn.shopify.com/s/files/1/2300/9895/products/23_4dea319b-3948-482c-86e8-633ab23020ee.jpg?v=1505735742,2,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,black,,steel,11253203,0,shopify,12,deny,manual,80.00,,true,true,UPC,https://cdn.shopify.com/s/files/1/2300/9895/products/24_affb80d0-414a-4305-be25-d5a7905a3053.jpg?v=1505735743,3,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,brown,,wood,11253204,0,shopify,12,deny,manual,80.00,,true,true,UPC,https://cdn.shopify.com/s/files/1/2300/9895/products/29_12aa79a7-329d-47c0-9561-0b2d7d86fb76.jpg?v=1505735744,4,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,brown,,glass,11253205,0,shopify,12,deny,manual,80.00,,true,true,UPC,https://cdn.shopify.com/s/files/1/2300/9895/products/3_a8c8cb2b-da5a-4ebd-86a5-f82b14f74be2.jpg?v=1505735745,5,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,brown,,steel,11253206,0,shopify,12,deny,manual,80.00,,true,true,UPC,https://cdn.shopify.com/s/files/1/2300/9895/products/4_bd7a32ee-a5f0-490d-9ab9-b670e1993949.jpg?v=1505735746,6,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,cyan,,wood,11253207,0,shopify,12,deny,manual,80.00,,true,true,UPC,https://cdn.shopify.com/s/files/1/2300/9895/products/5_23c8c676-7272-4cc3-abb0-40d1be4b216d.jpg?v=1505735747,7,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,cyan,,glass,11253208,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,cyan,,steel,11253209,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,gold,,wood,11253210,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,gold,,glass,11253211,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,gold,,steel,11253212,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,gray,,wood,11253213,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,gray,,glass,11253214,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,X,,gray,,steel,11253215,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,black,,wood,11253216,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,black,,glass,11253217,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,black,,steel,11253218,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,brown,,wood,11253219,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,brown,,glass,11253220,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,brown,,steel,11253221,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,cyan,,wood,11253222,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,cyan,,glass,11253223,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,cyan,,steel,11253224,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,gold,,wood,11253225,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,gold,,glass,11253226,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,gold,,steel,11253227,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,gray,,wood,11253228,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,gray,,glass,11253229,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,L,,gray,,steel,11253230,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,black,,wood,11253231,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,black,,glass,11253232,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,black,,steel,11253233,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,brown,,wood,11253234,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,brown,,glass,11253235,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,brown,,steel,11253236,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,cyan,,wood,11253237,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,cyan,,glass,11253238,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,cyan,,steel,11253239,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,gold,,wood,11253240,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,gold,,glass,11253241,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,gold,,steel,11253242,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,gray,,wood,11253243,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,gray,,glass,11253244,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-6,,,,,,,,M,,gray,,steel,11253245,0,shopify,12,deny,manual,80.00,,true,true,UPC,,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,dummy Product name,"[short_description]
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",hatil,assorted,"blue, green, L, M, ml, red, white, X, xl, xs, yellow",true,Size,xl,Color,red,,,11253101,0,shopify,8,deny,manual,79.00,82.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/25_6cf47100-f893-40ad-bda4-b2ff403e324a.jpg?v=1505735639,1,,false,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xl,,green,,,11253102,0,shopify,8,deny,manual,79.00,82.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/27_19045635-1253-4d73-8d06-8bad142bfd6b.jpg?v=1505735640,2,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xl,,blue,,,11253103,0,shopify,8,deny,manual,79.00,82.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/28_1c24a194-4d81-4eea-8431-1b5fa21f7831.jpg?v=1505735641,3,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xl,,white,,,11253104,0,shopify,8,deny,manual,79.00,82.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/1.jpg?v=1505735643,4,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xl,,yellow,,,11253105,0,shopify,8,deny,manual,79.00,82.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/2_8ef4de45-20f8-4e9a-9018-7b7d278869bc.jpg?v=1505735644,5,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,ml,,red,,,11253106,0,shopify,8,deny,manual,79.00,82.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/8.jpg?v=1505735645,6,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,ml,,green,,,11253107,0,shopify,8,deny,manual,79.00,82.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/24_e5146ddb-b7bc-4004-a1a1-42f235a8a7cf.jpg?v=1505735646,7,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,ml,,blue,,,11253108,0,shopify,8,deny,manual,79.00,82.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,ml,,white,,,11253109,0,shopify,8,deny,manual,79.00,82.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,ml,,yellow,,,11253110,0,shopify,8,deny,manual,79.00,82.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xs,,red,,,11253111,0,shopify,8,deny,manual,79.00,82.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xs,,green,,,11253112,0,shopify,8,deny,manual,79.00,82.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xs,,blue,,,11253113,0,shopify,8,deny,manual,79.00,82.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
dummy-product-name-5,,,,,,,,xs,,white,,,11253114,0,shopify,8,deny,manual,79.00,82.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
